cpt_code,description,category,contrast
74470,X-ray exam of kidney lesion,X-ray,Unspecified
74470,X-ray exam of kidney lesion,X-ray,Unspecified
74485,Dilation urtr/urt rs&i,Other,Unspecified
74485,Dilation urtr/urt rs&i,Other,Unspecified
74485,Dilation urtr/urt rs&i,Other,Unspecified
74712,Mri fetal sngl/1st gestation,MRI,Unspecified
74712,Mri fetal sngl/1st gestation,MRI,Unspecified
74712,Mri fetal sngl/1st gestation,MRI,Unspecified
74713,Mri fetal ea addl gestation,MRI,Unspecified
74713,Mri fetal ea addl gestation,MRI,Unspecified
74713,Mri fetal ea addl gestation,MRI,Unspecified
74740,X-ray female genital tract,X-ray,Unspecified
74740,X-ray female genital tract,X-ray,Unspecified
74740,X-ray female genital tract,X-ray,Unspecified
74742,X-ray fallopian tube,X-ray,Unspecified
74742,X-ray fallopian tube,X-ray,Unspecified
74742,X-ray fallopian tube,X-ray,Unspecified
74775,X-ray exam of perineum,X-ray,Unspecified
74775,X-ray exam of perineum,X-ray,Unspecified
74775,X-ray exam of perineum,X-ray,Unspecified
75557,Cardiac mri for morph,MRI,Unspecified
75557,Cardiac mri for morph,MRI,Unspecified
75557,Cardiac mri for morph,MRI,Unspecified
75559,Cardiac mri w/stress img,MRI,Unspecified
75559,Cardiac mri w/stress img,MRI,Unspecified
75559,Cardiac mri w/stress img,MRI,Unspecified
75561,Cardiac mri for morph w/dye,MRI,Unspecified
75561,Cardiac mri for morph w/dye,MRI,Unspecified
75561,Cardiac mri for morph w/dye,MRI,Unspecified
75563,Card mri w/stress img & dye,MRI,Unspecified
75563,Card mri w/stress img & dye,MRI,Unspecified
75563,Card mri w/stress img & dye,MRI,Unspecified
75565,Card mri veloc flow mapping,MRI,Unspecified
75565,Card mri veloc flow mapping,MRI,Unspecified
75565,Card mri veloc flow mapping,MRI,Unspecified
75571,Ct hrt w/o dye w/ca test,CT,Unspecified
75571,Ct hrt w/o dye w/ca test,CT,Unspecified
75571,Ct hrt w/o dye w/ca test,CT,Unspecified
75572,Ct hrt w/3d image,CT,Unspecified
75572,Ct hrt w/3d image,CT,Unspecified
75572,Ct hrt w/3d image,CT,Unspecified
75573,Ct hrt c+ strux cgen hrt ds,CT,Unspecified
75573,Ct hrt c+ strux cgen hrt ds,CT,Unspecified
75573,Ct hrt c+ strux cgen hrt ds,CT,Unspecified
75574,Ct angio hrt w/3d image,CT,Unspecified
75574,Ct angio hrt w/3d image,CT,Unspecified
75574,Ct angio hrt w/3d image,CT,Unspecified
75580,N-invas est c ffr sw aly cta,CT,Unspecified
75580,N-invas est c ffr sw aly cta,CT,Unspecified
75580,N-invas est c ffr sw aly cta,CT,Unspecified
75600,Contrast exam thoracic aorta,Other,Unspecified
75600,Contrast exam thoracic aorta,Other,Unspecified
75600,Contrast exam thoracic aorta,Other,Unspecified
75605,Contrast exam thoracic aorta,Other,Unspecified
75605,Contrast exam thoracic aorta,Other,Unspecified
75605,Contrast exam thoracic aorta,Other,Unspecified
75625,Contrast exam abdominl aorta,Other,Unspecified
75625,Contrast exam abdominl aorta,Other,Unspecified
75625,Contrast exam abdominl aorta,Other,Unspecified
75630,X-ray aorta leg arteries,X-ray,Unspecified
75630,X-ray aorta leg arteries,X-ray,Unspecified
75630,X-ray aorta leg arteries,X-ray,Unspecified
75635,Ct angio abdominal arteries,CT,Unspecified
75635,Ct angio abdominal arteries,CT,Unspecified
75635,Ct angio abdominal arteries,CT,Unspecified
75705,Artery x-rays spine,X-ray,Unspecified
75705,Artery x-rays spine,X-ray,Unspecified
75705,Artery x-rays spine,X-ray,Unspecified
75710,Artery x-rays arm/leg,X-ray,Unspecified
75710,Artery x-rays arm/leg,X-ray,Unspecified
75710,Artery x-rays arm/leg,X-ray,Unspecified
75716,Artery x-rays arms/legs,X-ray,Unspecified
75716,Artery x-rays arms/legs,X-ray,Unspecified
75716,Artery x-rays arms/legs,X-ray,Unspecified
75726,Artery x-rays abdomen,X-ray,Unspecified
75726,Artery x-rays abdomen,X-ray,Unspecified
75726,Artery x-rays abdomen,X-ray,Unspecified
75731,Artery x-rays adrenal gland,X-ray,Unspecified
75731,Artery x-rays adrenal gland,X-ray,Unspecified
75731,Artery x-rays adrenal gland,X-ray,Unspecified
75733,Artery x-rays adrenals,X-ray,Unspecified
75733,Artery x-rays adrenals,X-ray,Unspecified
75733,Artery x-rays adrenals,X-ray,Unspecified
75736,Artery x-rays pelvis,X-ray,Unspecified
75736,Artery x-rays pelvis,X-ray,Unspecified
75736,Artery x-rays pelvis,X-ray,Unspecified
75741,Artery x-rays lung,X-ray,Unspecified
75741,Artery x-rays lung,X-ray,Unspecified
75741,Artery x-rays lung,X-ray,Unspecified
75743,Artery x-rays lungs,X-ray,Unspecified
75743,Artery x-rays lungs,X-ray,Unspecified
75743,Artery x-rays lungs,X-ray,Unspecified
75746,Artery x-rays lung,X-ray,Unspecified
75746,Artery x-rays lung,X-ray,Unspecified
75746,Artery x-rays lung,X-ray,Unspecified
75756,Artery x-rays chest,X-ray,Unspecified
75756,Artery x-rays chest,X-ray,Unspecified
75756,Artery x-rays chest,X-ray,Unspecified
75774,Artery x-ray each vessel,X-ray,Unspecified
75774,Artery x-ray each vessel,X-ray,Unspecified
75774,Artery x-ray each vessel,X-ray,Unspecified
75801,Lymph vessel x-ray arm/leg,X-ray,Unspecified
75801,Lymph vessel x-ray arm/leg,X-ray,Unspecified
75801,Lymph vessel x-ray arm/leg,X-ray,Unspecified
75803,Lymph vessel x-ray arms/legs,X-ray,Unspecified
75803,Lymph vessel x-ray arms/legs,X-ray,Unspecified
75803,Lymph vessel x-ray arms/legs,X-ray,Unspecified
75805,Lymph vessel x-ray trunk,X-ray,Unspecified
75805,Lymph vessel x-ray trunk,X-ray,Unspecified
75805,Lymph vessel x-ray trunk,X-ray,Unspecified
75807,Lymph vessel x-ray trunk,X-ray,Unspecified
75807,Lymph vessel x-ray trunk,X-ray,Unspecified
75807,Lymph vessel x-ray trunk,X-ray,Unspecified
75809,Nonvascular shunt x-ray,X-ray,Unspecified
75809,Nonvascular shunt x-ray,X-ray,Unspecified
75809,Nonvascular shunt x-ray,X-ray,Unspecified
75810,Vein x-ray spleen/liver,X-ray,Unspecified
75810,Vein x-ray spleen/liver,X-ray,Unspecified
75810,Vein x-ray spleen/liver,X-ray,Unspecified
75820,Vein x-ray arm/leg,X-ray,Unspecified
75820,Vein x-ray arm/leg,X-ray,Unspecified
75820,Vein x-ray arm/leg,X-ray,Unspecified
75822,Vein x-ray arms/legs,X-ray,Unspecified
75822,Vein x-ray arms/legs,X-ray,Unspecified
75822,Vein x-ray arms/legs,X-ray,Unspecified
75825,Vein x-ray trunk,X-ray,Unspecified
75825,Vein x-ray trunk,X-ray,Unspecified
75825,Vein x-ray trunk,X-ray,Unspecified
75827,Vein x-ray chest,X-ray,Unspecified
75827,Vein x-ray chest,X-ray,Unspecified
75827,Vein x-ray chest,X-ray,Unspecified
75831,Vein x-ray kidney,X-ray,Unspecified
75831,Vein x-ray kidney,X-ray,Unspecified
75831,Vein x-ray kidney,X-ray,Unspecified
75833,Vein x-ray kidneys,X-ray,Unspecified
75833,Vein x-ray kidneys,X-ray,Unspecified
75833,Vein x-ray kidneys,X-ray,Unspecified
75840,Vein x-ray adrenal gland,X-ray,Unspecified
75840,Vein x-ray adrenal gland,X-ray,Unspecified
75840,Vein x-ray adrenal gland,X-ray,Unspecified
75842,Vein x-ray adrenal glands,X-ray,Unspecified
75842,Vein x-ray adrenal glands,X-ray,Unspecified
75842,Vein x-ray adrenal glands,X-ray,Unspecified
75860,Vein x-ray neck,X-ray,Unspecified
75860,Vein x-ray neck,X-ray,Unspecified
75860,Vein x-ray neck,X-ray,Unspecified
75870,Vein x-ray skull,X-ray,Unspecified
75870,Vein x-ray skull,X-ray,Unspecified
75870,Vein x-ray skull,X-ray,Unspecified
75872,Vein x-ray skull epidural,X-ray,Unspecified
75872,Vein x-ray skull epidural,X-ray,Unspecified
75872,Vein x-ray skull epidural,X-ray,Unspecified
75880,Vein x-ray eye socket,X-ray,Unspecified
75880,Vein x-ray eye socket,X-ray,Unspecified
75880,Vein x-ray eye socket,X-ray,Unspecified
75885,Vein x-ray liver w/hemodynam,X-ray,Unspecified
75885,Vein x-ray liver w/hemodynam,X-ray,Unspecified
75885,Vein x-ray liver w/hemodynam,X-ray,Unspecified
75887,Vein x-ray liver w/o hemodyn,X-ray,Unspecified
75887,Vein x-ray liver w/o hemodyn,X-ray,Unspecified
75887,Vein x-ray liver w/o hemodyn,X-ray,Unspecified
75889,Vein x-ray liver w/hemodynam,X-ray,Unspecified
75889,Vein x-ray liver w/hemodynam,X-ray,Unspecified
75889,Vein x-ray liver w/hemodynam,X-ray,Unspecified
75891,Vein x-ray liver,X-ray,Unspecified
75891,Vein x-ray liver,X-ray,Unspecified
75891,Vein x-ray liver,X-ray,Unspecified
75893,Venous sampling by catheter,Other,Unspecified
75893,Venous sampling by catheter,Other,Unspecified
75893,Venous sampling by catheter,Other,Unspecified
75894,X-rays transcath therapy,X-ray,Unspecified
75894,X-rays transcath therapy,X-ray,Unspecified
75894,X-rays transcath therapy,X-ray,Unspecified
75898,Follow-up angiography,Other,Unspecified
75898,Follow-up angiography,Other,Unspecified
75898,Follow-up angiography,Other,Unspecified
75901,Remove cva device obstruct,CT,Unspecified
75901,Remove cva device obstruct,CT,Unspecified
75901,Remove cva device obstruct,CT,Unspecified
75902,Remove cva lumen obstruct,CT,Unspecified
75902,Remove cva lumen obstruct,CT,Unspecified
75902,Remove cva lumen obstruct,CT,Unspecified
75956,Xray endovasc thor ao repr,X-ray,Unspecified
75956,Xray endovasc thor ao repr,X-ray,Unspecified
75956,Xray endovasc thor ao repr,X-ray,Unspecified
75957,Xray endovasc thor ao repr,X-ray,Unspecified
75957,Xray endovasc thor ao repr,X-ray,Unspecified
75957,Xray endovasc thor ao repr,X-ray,Unspecified
75958,Xray place prox ext thor ao,X-ray,Unspecified
75958,Xray place prox ext thor ao,X-ray,Unspecified
75958,Xray place prox ext thor ao,X-ray,Unspecified
75959,Xray place dist ext thor ao,X-ray,Unspecified
75959,Xray place dist ext thor ao,X-ray,Unspecified
75959,Xray place dist ext thor ao,X-ray,Unspecified
75970,Vascular biopsy,Other,Unspecified
75970,Vascular biopsy,Other,Unspecified
75970,Vascular biopsy,Other,Unspecified
75984,Xray control catheter change,X-ray,Unspecified
75984,Xray control catheter change,X-ray,Unspecified
75984,Xray control catheter change,X-ray,Unspecified
75989,Abscess drainage under x-ray,X-ray,Unspecified
75989,Abscess drainage under x-ray,X-ray,Unspecified
75989,Abscess drainage under x-ray,X-ray,Unspecified
76000,Fluoroscopy <1 hr phys/qhp,Other,Unspecified
76000,Fluoroscopy <1 hr phys/qhp,Other,Unspecified
76000,Fluoroscopy <1 hr phys/qhp,Other,Unspecified
76010,X-ray nose to rectum,X-ray,Unspecified
76010,X-ray nose to rectum,X-ray,Unspecified
76010,X-ray nose to rectum,X-ray,Unspecified
76014,Mr sfty implt&/fb asmt stf 1,Other,Unspecified
76015,Mr sfty mplt&/fb asmt stf ea,Other,Unspecified
76016,Mr safety deter phys/qhp,Other,Unspecified
76016,Mr safety deter phys/qhp,Other,Unspecified
76016,Mr safety deter phys/qhp,Other,Unspecified
76017,Mr sfty med physics xm cstmz,Other,Unspecified
76017,Mr sfty med physics xm cstmz,Other,Unspecified
76017,Mr sfty med physics xm cstmz,Other,Unspecified
76018,Mr safety implant elec prepj,Other,Unspecified
76018,Mr safety implant elec prepj,Other,Unspecified
76018,Mr safety implant elec prepj,Other,Unspecified
76019,Mr safety implt pos&/immoblj,Other,Unspecified
76019,Mr safety implt pos&/immoblj,Other,Unspecified
76019,Mr safety implt pos&/immoblj,Other,Unspecified
76080,X-ray exam of fistula,X-ray,Unspecified
76080,X-ray exam of fistula,X-ray,Unspecified
76080,X-ray exam of fistula,X-ray,Unspecified
76098,X-ray exam surgical specimen,X-ray,Unspecified
76098,X-ray exam surgical specimen,X-ray,Unspecified
76098,X-ray exam surgical specimen,X-ray,Unspecified
76100,X-ray exam of body section,X-ray,Unspecified
76100,X-ray exam of body section,X-ray,Unspecified
76100,X-ray exam of body section,X-ray,Unspecified
76120,Cine/video x-rays,X-ray,Unspecified
76120,Cine/video x-rays,X-ray,Unspecified
76120,Cine/video x-rays,X-ray,Unspecified
76125,Cine/video x-rays add-on,X-ray,Unspecified
76125,Cine/video x-rays add-on,X-ray,Unspecified
76125,Cine/video x-rays add-on,X-ray,Unspecified
76140,X-ray consultation,X-ray,Unspecified
76145,Med physic dos eval rad exps,Other,Unspecified
76376,3d render w/intrp postproces,Other,Unspecified
76376,3d render w/intrp postproces,Other,Unspecified
76376,3d render w/intrp postproces,Other,Unspecified
76377,3d render w/intrp postproces,Other,Unspecified
76377,3d render w/intrp postproces,Other,Unspecified
76377,3d render w/intrp postproces,Other,Unspecified
76380,Cat scan follow-up study,Other,Unspecified
76380,Cat scan follow-up study,Other,Unspecified
76380,Cat scan follow-up study,Other,Unspecified
76390,Mr spectroscopy,CT,Unspecified
76390,Mr spectroscopy,CT,Unspecified
76390,Mr spectroscopy,CT,Unspecified
76391,Mr elastography,Other,Unspecified
76391,Mr elastography,Other,Unspecified
76391,Mr elastography,Other,Unspecified
76496,Unlisted fluoroscopic px,Other,Unspecified
76496,Unlisted fluoroscopic px,Other,Unspecified
76496,Unlisted fluoroscopic px,Other,Unspecified
76497,Unlisted ct procedure,CT,Unspecified
76497,Unlisted ct procedure,CT,Unspecified
76497,Unlisted ct procedure,CT,Unspecified
76498,Unlisted mr procedure,Other,Unspecified
76498,Unlisted mr procedure,Other,Unspecified
76498,Unlisted mr procedure,Other,Unspecified
76499,Unlisted dx radiographic px,Other,Unspecified
76499,Unlisted dx radiographic px,Other,Unspecified
76499,Unlisted dx radiographic px,Other,Unspecified
76506,Echo exam of head,Other,Unspecified
76506,Echo exam of head,Other,Unspecified
76506,Echo exam of head,Other,Unspecified
76510,Oph us dx b-scan&quan a-scan,Other,Unspecified
76510,Oph us dx b-scan&quan a-scan,Other,Unspecified
76510,Oph us dx b-scan&quan a-scan,Other,Unspecified
76511,Oph us dx quan a-scan only,Other,Unspecified
76511,Oph us dx quan a-scan only,Other,Unspecified
76511,Oph us dx quan a-scan only,Other,Unspecified
76512,Oph us dx b-scan,Other,Unspecified
76512,Oph us dx b-scan,Other,Unspecified
76512,Oph us dx b-scan,Other,Unspecified
76513,Oph us dx ant sgm us uni/bi,Other,Unspecified
76513,Oph us dx ant sgm us uni/bi,Other,Unspecified
76513,Oph us dx ant sgm us uni/bi,Other,Unspecified
76514,Echo exam of eye thickness,Other,Unspecified
76514,Echo exam of eye thickness,Other,Unspecified
76514,Echo exam of eye thickness,Other,Unspecified
76516,Echo exam of eye,Other,Unspecified
76516,Echo exam of eye,Other,Unspecified
76516,Echo exam of eye,Other,Unspecified
76519,Echo exam of eye,Other,Unspecified
76519,Echo exam of eye,Other,Unspecified
76519,Echo exam of eye,Other,Unspecified
76529,Echo exam of eye,Other,Unspecified
76529,Echo exam of eye,Other,Unspecified
76529,Echo exam of eye,Other,Unspecified
76536,Us exam of head and neck,Other,Unspecified
76536,Us exam of head and neck,Other,Unspecified
76536,Us exam of head and neck,Other,Unspecified
76604,Us exam chest,Other,Unspecified
76604,Us exam chest,Other,Unspecified
76604,Us exam chest,Other,Unspecified
76641,Ultrasound breast complete,Ultrasound,Unspecified
76641,Ultrasound breast complete,Ultrasound,Unspecified
76641,Ultrasound breast complete,Ultrasound,Unspecified
76642,Ultrasound breast limited,Ultrasound,Unspecified
76642,Ultrasound breast limited,Ultrasound,Unspecified
76642,Ultrasound breast limited,Ultrasound,Unspecified
76700,Us exam abdom complete,Other,Unspecified
76700,Us exam abdom complete,Other,Unspecified
76700,Us exam abdom complete,Other,Unspecified
76705,Echo exam of abdomen,Other,Unspecified
76705,Echo exam of abdomen,Other,Unspecified
76705,Echo exam of abdomen,Other,Unspecified
76706,Us abdl aorta screen aaa,Other,Unspecified
76706,Us abdl aorta screen aaa,Other,Unspecified
76706,Us abdl aorta screen aaa,Other,Unspecified
76770,Us exam abdo back wall comp,Other,Unspecified
76770,Us exam abdo back wall comp,Other,Unspecified
76770,Us exam abdo back wall comp,Other,Unspecified
76775,Us exam abdo back wall lim,Other,Unspecified
76775,Us exam abdo back wall lim,Other,Unspecified
76775,Us exam abdo back wall lim,Other,Unspecified
76776,Us exam k transpl w/doppler,Other,Unspecified
76776,Us exam k transpl w/doppler,Other,Unspecified
76776,Us exam k transpl w/doppler,Other,Unspecified
76800,Us exam spinal canal,Other,Unspecified
76800,Us exam spinal canal,Other,Unspecified
76800,Us exam spinal canal,Other,Unspecified
76801,Ob us < 14 wks single fetus,Other,Unspecified
76801,Ob us < 14 wks single fetus,Other,Unspecified
76801,Ob us < 14 wks single fetus,Other,Unspecified
76802,Ob us < 14 wks addl fetus,Other,Unspecified
76802,Ob us < 14 wks addl fetus,Other,Unspecified
76802,Ob us < 14 wks addl fetus,Other,Unspecified
76805,Ob us >= 14 wks sngl fetus,Other,Unspecified
76805,Ob us >= 14 wks sngl fetus,Other,Unspecified
76805,Ob us >= 14 wks sngl fetus,Other,Unspecified
76810,Ob us >= 14 wks addl fetus,Other,Unspecified
76810,Ob us >= 14 wks addl fetus,Other,Unspecified
76810,Ob us >= 14 wks addl fetus,Other,Unspecified
76811,Ob us detailed sngl fetus,Other,Unspecified
76811,Ob us detailed sngl fetus,Other,Unspecified
76811,Ob us detailed sngl fetus,Other,Unspecified
76812,Ob us detailed addl fetus,Other,Unspecified
76812,Ob us detailed addl fetus,Other,Unspecified
76812,Ob us detailed addl fetus,Other,Unspecified
76813,Ob us nuchal meas 1 gest,Other,Unspecified
76813,Ob us nuchal meas 1 gest,Other,Unspecified
76813,Ob us nuchal meas 1 gest,Other,Unspecified
76814,Ob us nuchal meas add-on,Other,Unspecified
76814,Ob us nuchal meas add-on,Other,Unspecified
76814,Ob us nuchal meas add-on,Other,Unspecified
76815,Ob us limited fetus(s),Other,Unspecified
76815,Ob us limited fetus(s),Other,Unspecified
76815,Ob us limited fetus(s),Other,Unspecified
76816,Ob us follow-up per fetus,Other,Unspecified
76816,Ob us follow-up per fetus,Other,Unspecified
76816,Ob us follow-up per fetus,Other,Unspecified
76817,Transvaginal us obstetric,Other,Unspecified
76817,Transvaginal us obstetric,Other,Unspecified
76817,Transvaginal us obstetric,Other,Unspecified
76818,Fetal biophys profile w/nst,Other,Unspecified
76818,Fetal biophys profile w/nst,Other,Unspecified
76818,Fetal biophys profile w/nst,Other,Unspecified
76819,Fetal biophys profil w/o nst,Other,Unspecified
76819,Fetal biophys profil w/o nst,Other,Unspecified
76819,Fetal biophys profil w/o nst,Other,Unspecified
76820,Umbilical artery echo,Other,Unspecified
76820,Umbilical artery echo,Other,Unspecified
76820,Umbilical artery echo,Other,Unspecified
76821,Middle cerebral artery echo,Other,Unspecified
76821,Middle cerebral artery echo,Other,Unspecified
76821,Middle cerebral artery echo,Other,Unspecified
76825,Echo exam of fetal heart,Other,Unspecified
76825,Echo exam of fetal heart,Other,Unspecified
76825,Echo exam of fetal heart,Other,Unspecified
76826,Echo exam of fetal heart,Other,Unspecified
76826,Echo exam of fetal heart,Other,Unspecified
76826,Echo exam of fetal heart,Other,Unspecified
76827,Echo exam of fetal heart,Other,Unspecified
76827,Echo exam of fetal heart,Other,Unspecified
76827,Echo exam of fetal heart,Other,Unspecified
76828,Echo exam of fetal heart,Other,Unspecified
76828,Echo exam of fetal heart,Other,Unspecified
76828,Echo exam of fetal heart,Other,Unspecified
76830,Transvaginal us non-ob,Other,Unspecified
76830,Transvaginal us non-ob,Other,Unspecified
76830,Transvaginal us non-ob,Other,Unspecified
76831,Echo exam uterus,Other,Unspecified
76831,Echo exam uterus,Other,Unspecified
76831,Echo exam uterus,Other,Unspecified
76856,Us exam pelvic complete,Other,Unspecified
76856,Us exam pelvic complete,Other,Unspecified
76856,Us exam pelvic complete,Other,Unspecified
76857,Us exam pelvic limited,Other,Unspecified
76857,Us exam pelvic limited,Other,Unspecified
76857,Us exam pelvic limited,Other,Unspecified
76870,Us exam scrotum,Other,Unspecified
76870,Us exam scrotum,Other,Unspecified
76870,Us exam scrotum,Other,Unspecified
76872,Us transrectal,CT,Unspecified
76872,Us transrectal,CT,Unspecified
76872,Us transrectal,CT,Unspecified
76873,Echograp trans r pros study,Other,Unspecified
76873,Echograp trans r pros study,Other,Unspecified
76873,Echograp trans r pros study,Other,Unspecified
76881,Us compl joint r-t w/img,Other,Unspecified
76881,Us compl joint r-t w/img,Other,Unspecified
76881,Us compl joint r-t w/img,Other,Unspecified
76882,Us lmtd jt/fcl evl nvasc xtr,Other,Unspecified
76882,Us lmtd jt/fcl evl nvasc xtr,Other,Unspecified
76882,Us lmtd jt/fcl evl nvasc xtr,Other,Unspecified
76883,Us nrv&acc strux 1xtr compre,Other,Unspecified
76883,Us nrv&acc strux 1xtr compre,Other,Unspecified
76883,Us nrv&acc strux 1xtr compre,Other,Unspecified
76885,Us exam infant hips dynamic,Other,Unspecified
76885,Us exam infant hips dynamic,Other,Unspecified
76885,Us exam infant hips dynamic,Other,Unspecified
76886,Us exam infant hips static,Other,Unspecified
76886,Us exam infant hips static,Other,Unspecified
76886,Us exam infant hips static,Other,Unspecified
76932,Echo guide for heart biopsy,Other,Unspecified
76932,Echo guide for heart biopsy,Other,Unspecified
76932,Echo guide for heart biopsy,Other,Unspecified
76936,Echo guide for artery repair,Other,Unspecified
76936,Echo guide for artery repair,Other,Unspecified
76936,Echo guide for artery repair,Other,Unspecified
